productId,productname,description,price,demoprice,brand,image,category,subcategory,stock
kb-0082,Sonalika Chicken 400gm ± 50gm,Perfect for making Roast and fully dressed. Available round the year,355,365,Cattle Meat,https://lh3.google.com/u/0/d/1UiLI2VuIBXVTDV-EmvuesUm8m5Y1CZiP=w948-h948-p-k-nu-iv1,Cattle Meat,Chicken,1000
kb-0083,Kacha Tomato (Green Tomato) 500gm ± 35 gm,Kacha Tomato,8,18,Krishan Bazar,https://lh3.google.com/u/0/d/17loaRaOUhtIP-KtgQ_OiNQG2lZaRk4xg=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0084,Kolmishak (Water Spinach) 1 bundle,Water Spinach is a green vegetable. Water spinach is one of the ideal option to manage weight and to lower the cholesterol levels.,5,15,Krishan Bazar,https://lh3.google.com/u/0/d/1cYwEe6nlJGVvKXuCKXJ4sDhVKugy6-UI=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0085,Beef Premium+ (Bone in) 1 kg ±25gm,"Fresh, lean beef is rich in various vitamins and minerals, especially iron and zinc. Locally sourced, processed beef and ready to cook.",710,720,Cattle Meat,https://lh3.google.com/u/0/d/1UnMezBP9B1pDI9YLOM_egO-EmHVcLxMN=w948-h948-p-k-nu-iv1,Cattle Meat,Beef,1000
kb-0086,Pusti Soyabean 2 Ltr,Pusti Soyabean Oil,364,374,Pusti,https://lh3.google.com/u/0/d/1uQNC_UzDBR2A7VWMUEgyi_uQAW2mT2fN=w948-h948-p-k-nu-iv1,Grocery,Cooking Oil & Ghee,1000
kb-0087,Pusti Soyabean 5 Ltr,Pusti Soyabean Oil,896,906,Pusti,https://lh3.google.com/u/0/d/13e9xaRhZLEXASsB89GmLWof9f8DvcQxP=w948-h948-p-k-nu-iv1,Grocery,Cooking Oil & Ghee,1000
kb-0088,Cucumber (Khira) 500gm± 35 gm,Cucumber,16,26,Krishan Bazar,https://lh3.google.com/u/0/d/1JKS_0uh-W6l-wMO0gAYBkgPrFp36bid_=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0089,Krishan Bazar Duck Eggs (Hasher Dim) 6 pcs,Krishan Bazar Duck Eggs,120,130,Krishan Bazar,https://lh3.google.com/u/0/d/1GFqyl9urWwIvyTl-K_2hLr7all3feRkA=w948-h948-p-k-nu-iv1,Grocery,Eggs,1000
kb-0090,Rui 4pcs pack 300gm±30gm,Rui 4pcs pack 300gm±30gm,215,225,Krishan Bazar,https://lh3.google.com/u/0/d/15_l1XX6mQJkVC0AohnvpRyjYs5PYxrkk=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0091,Beef Liver (Kolija) - Processed 250 gm ± 15 gm,Cut to cook.,205,215,Cattle Meat,https://lh3.google.com/u/0/d/1O4BFYeN7VQ3ad8g06_Ux9lZah778xts5=w948-h948-p-k-nu-iv1,Cattle Meat,Beef,1000
kb-0092,Radhuni Panchforon 50 gm,"Radhuni panchforan is a mixture of different spices like cumin, black cumin, aniseed, fenugreek, radhuni, and mustard. it is used especially for preparing vegetable curry, fish curry, pickles, chutney etc. It adds extra flavor to any dishes.",12,22,Radhuni,https://lh3.google.com/u/0/d/1AE1TtvvYgJmIFlKcY0jVMjbM-vOlYSfg=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0093,Beef Brain (Mogoj) Large 1 pc pack,Beef Brain,490,500,Cattle Meat,https://lh3.google.com/u/0/d/1HBeDU4mj8XDR3s4k6--d9-MuJ3QEsSw3=w948-h948-p-k-nu-iv1,Cattle Meat,Beef,1000
kb-0094,Radhuni Firni Mix 150 gm,"Radhuni Firni Mix made with Aromatic Rice, Almond Nut, Sodium chloride, Sugar, Cardamom, Kewra Flavor. Radhuni Firni Mix is usually consumed as a dessert after meal. what you only have to do is add the firni mix to one liter of milk and cook for 15-20 minutes. Its 100% fresh and healthy.",45,55,Radhuni,https://lh3.google.com/u/0/d/1-RnwUwr3Zf0Vmll9elprH5xXm4vaFrbe=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0095,Tomato (Local) 500±30 gm,"The tomato is consumed in diverse ways, including raw, as an ingredient in many dishes, sauces, salads, and drinks. Tomato is rich in lycopene, which may have beneficial health effects.",18,28,Krishan Bazar,https://lh3.google.com/u/0/d/17mH1m2ZFawcdqrpV4o5O3j5r9XuPKRSu=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0096,Beef Premium+ (Bone in) 500gm ±25gm,"Fresh, lean beef is rich in various vitamins and minerals, especially iron and zinc. Locally sourced, processed beef and ready to cook.",364,374,Cattle Meat,https://lh3.google.com/u/0/d/1BHCif_vTbS-DgzKzex8NZHWqJwkUZ-09=w948-h948-p-k-nu-iv1,Cattle Meat,Beef,1000
kb-0097,Capsicum Green 1 pc 150 gm ± 20 gm,Capsicum Green,10,20,Krishan Bazar,https://lh3.google.com/u/0/d/1a5iVz7M9D_yUgZesrieN115EaJOquTTX=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0098,Beef Premium (Bone in) 250 gm ±5gm,"Fresh, lean beef is rich in various vitamins and minerals, especially iron and zinc. Locally sourced, processed beef and ready to cook.",182,192,Cattle Meat,https://lh3.google.com/u/0/d/1AAnpTIL-jeExKxgHG4LAY6GicEZtDDjf=w948-h948-p-k-nu-iv1,Cattle Meat,Beef,1000
kb-0099,Kobutor (Pigeon) 160 ± 20 gm,Kobutor,140,150,Cattle Meat,https://lh3.google.com/u/0/d/1Llqq452ii97nYwzpkd0Zq6xzBAIEONSB=w948-h948-p-k-nu-iv1,Cattle Meat,Kobutor,1000
kb-0100,Beef Bhuri 500gm ± 50 gm,Beef Bhuri,290,300,Cattle Meat,https://lh3.google.com/u/0/d/1lSi15aUi-GCfTD41Q6_epf6WWEq9Qp06=w948-h948-p-k-nu-iv1,Cattle Meat,Beef,1000
kb-0101,Krishan Bazar Eggs (Regular) 12 pcs,Krishan Bazar Eggs (Small) 12pcs is a very good source of protein. You can make delicious and healthy meals with these eggs,140,150,Krishan Bazar,https://lh3.google.com/u/0/d/1SSwFrDnuhLmhjoivF9BfIzYHIcwnHv8j=w948-h948-p-k-nu-iv1,Grocery,Eggs,1000
kb-0102,Rui Head & Tail pack 450gm±100gm,Rui Head & Tail pack 450gm±100gm,140,150,Krishan Bazar,https://lh3.google.com/u/0/d/1xVeR2hvmuk45zr2bzPw_b_Rf_mVrSB__=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0103,Broiler Chicken (With Skin) 1kg ±100gm,Best source of protein for everyday meals.,330,340,Cattle Meat,https://lh3.google.com/u/0/d/1C3Nlr2bAZMjioCGUZHLD9kgNWbhRc4AJ=w948-h948-p-k-nu-iv1,Cattle Meat,Chicken,1000
kb-0104,Misti Kumra Fali (Sweet Pumpkin Fali),"Sweet Pumpkin is an extremely nutrient dense food, full of vitamins and minerals but low on calories. Sweet Pumpkin is a rich source of vitamin A.",19,29,Krishan Bazar,https://lh3.google.com/u/0/d/1Cexrt62ug4apKNlwBGd-MAbQL9RDvbYc=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0105,Radhuni Fish Curry Masala 100 gm,Radhuni Fish Curry Masala is a mixture of spices to get traditional taste of fish curry. Any kind of fish can be cooked with this spice.,45,55,Radhuni,https://lh3.google.com/u/0/d/1mRMFaVcpImCh8yjL6oax-Xky-DA3ChvH=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0106,Ilish (Chandpur) 350 - 400 gm,Ilish,340,350,Krishan Bazar,https://lh3.google.com/u/0/d/1D1FRMLkQ85xLgQHWWP8NPP3HyFPYROR8=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0107,Kacha Morich (Green Chili) 250±15 gm,Green chilies adds flavors to every dishes. Green chilies are full of nutritions and vitamins.,29,39,Krishan Bazar,https://lh3.google.com/u/0/d/1bp9Kp9F0tQGJb98xn84Gz5qttC7VKkAt=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0108,Refined Sugar (Loose) 1 kg ±10gm,Refined Sugar,110,120,Krishan Bazar,https://lh3.google.com/u/0/d/1C8OULo9sH0mLn5KhcnNB1yof8eU5uw-g=w948-h948-p-k-nu-iv1,Grocery,Salt & Sugar,1000
kb-0109,Dhoniapata Local (Coriander Leaf) 100±10 gm,"Coriander leaf is locally sourced. With its sweet, bright aroma, fresh coriander is used a lot in cooking.",2,12,Krishan Bazar,https://lh3.google.com/u/0/d/1a7TqRIgdLVqKfUbQS0VOGtfjIq6C4fkX=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0110,Bottle Begun Beguni 500gm± 35 gm,Bottle Begun Beguni,23,33,Krishan Bazar,https://lh3.google.com/u/0/d/1anFqN6nZh7UFkPRbuZBFr888ex6Vj3Ao=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0111,Deshi Gajor (Local Carrot) 500 gm ± 30 gm,Deshi Gajor,12,22,Krishan Bazar,https://lh3.google.com/u/0/d/1deiTtxb2QTr22bHo8aWYNm7jmOw4plVe=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0112,Kacha Kola (Green Banana) 4 pcs,"Green banana are the unripe version of yellow banana. The green banana is best eaten cooked, either boiled or fried.",15,25,Krishan Bazar,https://lh3.google.com/u/0/d/1_QIwbSZ2TnxrSrcQWdwnTF0V7yuZs0_1=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0113,Badhacopi - Large (Cabbage) 1 pc,"Fresh cabbage is an excellent source of natural antioxidant, vitamin C.",14,24,Krishan Bazar,https://lh3.google.com/u/0/d/1YKqXYRP6fg7cw9v65tZE6KIJ3Rd9Wmaj=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0114,Motorshuti 500gm±25gm,Motorshuti,35,45,Krishan Bazar,https://lh3.google.com/u/0/d/1-1S5MeKLPtBVWI_BMNQq2SwOcaFJooDd=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0115,Radhuni Khichuri Mix 500 gm,Radhuni Khichuri,130,140,Radhuni,https://lh3.google.com/u/0/d/1QgIJXHyxMXCC37khJBmlgGohZHj7VS-r=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0116,Rupchada 1 pcs 110gm ± 10 gm (processed),"Rupchada is one of the most sought-after fish in Bangladesh and Southeast Asia due to its distinctly smooth texture, mouth-watering flavor, superb mouthfeel.",85,95,Krishan Bazar,https://lh3.google.com/u/0/d/1BuYUGVxJRaEw9upJVoiXv9GmBdRS1Dm1=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0117,Piyaj Indian Premium 1kg±25gm,"The Indian onion is referred to as ""Piyaz"" or ""Kanda"" is the most popular vegetable. Indian onion is similar to the classic Red onion in appearance, having a thin red outer skin that is paper thin.",38,48,Krishan Bazar,https://lh3.google.com/u/0/d/1PoW6rxt1crjXdAU_xkVEz6sTrsUWIZuA=w948-h948-p-k-nu-iv1,Grocery,Dry veg,1000
kb-0118,Piyaj Local (P) 1kg±25gm,"Local Onions are vegetables and the most widely cultivated spice. They are usually served cooked. Local Piyaz has a strong taste and a sharp, pungent flavor.",29,39,Krishan Bazar,https://lh3.google.com/u/0/d/13s8qaS0mPHsH8KeUXOS9wpASOWyID0Ut=w948-h948-p-k-nu-iv1,Grocery,Dry veg,1000
kb-0119,Lal Poa Fish Processed 2pcs 250gm±20gm,Lal Poa Fish 2pcs 250gm±20gm,115,125,Krishan Bazar,https://lh3.google.com/u/0/d/1tF6RK77JYajood64c0xNkshVRYMn99YP=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0120,Kachki 250 gm ± 10 gm,"Kachki Fish is incredibly rich in nutrients. Kachki Fish contains calcium, protein and vitamin A, iron, calcium, phosphorus, vitamin C, vitamin B-3 and vitamin D.",89,99,Krishan Bazar,https://lh3.google.com/u/0/d/1SHYlMfZu9FxGmDZ3-NvlFPAc9Liafcrw=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0121,Ada Imported 500±25gm,The ginger spice comes from the roots of the plant. It's used as a food flavoring and medicine.,140,150,Krishan Bazar,https://lh3.google.com/u/0/d/1v_DB5AKkiEdBoZjwjEO8G07ld_tKrFMI=w948-h948-p-k-nu-iv1,Grocery,Dry veg,1000
kb-0122,Chingri Bagda 10pc pack 150gm±20 gm,"Chingri Bagda is a rich source of selenium, one of the most effective antioxidants at maintaining healthy cells. Gorillamove is offering small pack of 10 pcs of ""Chingri Bagda"" for bachelors and small family.",125,135,Krishan Bazar,https://lh3.google.com/u/0/d/1lTDynyeeOzL-o485QT5Mqm_sWNixUGSl=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0123,Lal Shak (Red Amaranth) 1bundle,"Red Amaranth or Lal Shak has a sweet, raw flavor and the texture is very delicate. It helps in the process of bowel movement since it contains a lot of fiber.",5,15,Krishan Bazar,https://lh3.google.com/u/0/d/1c8FIKDbwtcP4TtWppwGDS-LOVLdZ-CBi=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0124,Teer Salt 1kg,Teer Salt 1kg,32,42,Teer,https://lh3.google.com/u/0/d/1vGCl9EqTHHzv3nLhKtdtdsjcVE_c5vcj=w948-h948-p-k-nu-iv1,Grocery,Salt & Sugar,1000
kb-0125,Lens Saffron Premium 0.5 gm,Premium quality saffron for using in special cuisins like pulao and biriyani. Saffron is a powerful spice with high amount of antioxidants.,363,373,Lens Pure,https://lh3.google.com/u/0/d/1HmG5tqcUuoN9L_ojfdz2b2xr8JUxZ-wb=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0126,Lens Pure Spices Onion Powder 50 gm,"Premium quality onion powder for all types of cuisins. Enriched with the goodness of essential vitamins like vitamin B and C, minerals like manganese, calcium, iron and potassium, and a myriad of antioxidants, onion powders hold high significance in treating a host of ailments including mouth sores, heart problems, headaches, high blood sugar and even cancer",75,85,Lens Pure,https://lh3.google.com/u/0/d/1YnfetS-kSlp2RUuyrU3oI4rouH_vwTzK=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0127,Lens Pure Spices Oregano Leaf Flakes 20 gm,"Premium quality Oregano for western and special cuisins. Oregano is a great antibacterial agent. It has phytonutrients (thymol and carvacrol), which fight infections such as staph. It's loaded with antioxidants that help prevent cell damage, and it's an excellent source of fiber, vitamin K, manganese, iron, vitamin E, tryptophan and calcium.",138,148,Lens Pure,https://lh3.google.com/u/0/d/1gS-sQ8N1jwrVXNC5QSKGPzshtzLts3Et=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0128,Lens Pure Spices Paprika Powder 30 gm,"Premium quality Paprika powder. It has antioxidant properties, can help reduce the risk of cancer and heart disease, improve immunity, and even alleviate gas",109,119,Lens Pure,https://lh3.google.com/u/0/d/17_zuedcmtq5vvLhy7XTqy6spQLBSh8D1=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0129,Lens Pure Spices Chilli Flakes 30 gm,"Red chili flakes are filled with antioxidants that help fight oxidative stress in the body and promote overall good health. Chile flakes are a great appetite suppressant, so add them all your foods if you are on a diet or are trying to eat less food. Lens Pure Chilli Flakes are an excellent addition to special cuisins.",57,67,Lens Pure,https://lh3.google.com/u/0/d/1KbhVQuZBgwT1-8p1mLHWrgnUINv6WqvF=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0130,Ekata Star Masala 50 gm,Premium quality spice. Country of Origin: Bangladesh,120,130,Ekata,https://lh3.google.com/u/0/d/1HicxY-Jf7lpEtyO_yMHcHKTOChC49YoJ=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0131,Ekata Joyotri (Mace) 50 gm,Premium quality spice. Country of Origin: Bangladesh,225,235,Ekata,https://lh3.google.com/u/0/d/14Y4fbkooJ-Hnxa7ItzjuEuHbwV0oaWr-=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0132,Ekata Panchforon 100 gm,Premium quality spice. Country of Origin: Bangladesh,30,40,Ekata,https://lh3.google.com/u/0/d/1qrynqvbLmkMwchvbdmny6dAkvWyp6z0S=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0133,Pran Chinigura Rice 1 kg,Pran Chinigura Rice is the first packed aromatic rice in Bangladesh. It always carries 100% natural aroma which relates to the tradition of Bangladesh.,150,160,Pran,https://lh3.google.com/u/0/d/1SRxMti5wsqP8JwjjkzqOrOSJOejMbgsm=w948-h948-p-k-nu-iv1,Grocery,Rice,1000
kb-0134,Ekata Coriander Whole 100 gm,Premium quality spice. Country of Origin: Bangladesh,20,30,Ekata,https://lh3.google.com/u/0/d/1hydz6KLUrd9p7C38TS6T8wD_-E7_hPzi=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0135,Ekata Elachi (Cardamom) 100 gm,Premium quality spice. Country of Origin: Bangladesh,360,370,Ekata,https://lh3.google.com/u/0/d/1Bo3xERKock0zMKymadk0CJZ2-qyUqAvt=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0136,Haiko White Pepper (Pet) 30 gm,"White pepper is a spice produced from the dried fruit of the pepper plant, Piper nigrum, as is black pepper. It is usually milder than black pepper, with less complex flavor. Both whole and ground white pepper are available.",120,130,Haiko,https://lh3.google.com/u/0/d/1weqq-xw3-LcXN4-VHbH4ou8Vx8iIF2w7=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0137,Aarong Ghee 200 gm,"Made hygienically from fresh cream of pure cow's milk. Aarong Dairy Pure Ghee is excellent for preparing polao, korma, biriyani, paratha, halwa or any other sweet dish.",340,350,Aarong,https://lh3.google.com/u/0/d/1KPvXvGtQSZ4wUpsdLTAtOaeV1G1LtatU=w948-h948-p-k-nu-iv1,Grocery,Cooking Oil & Ghee,1000
kb-0138,Radhuni Kachchi Biryani Masala 40 gm,"The proper mixing of different spices according to the age-old recipe of biryani comes to you in radhuni biryani masala. Get the unique taste of mutton, beef, and chicken biryani at your home with ease.",50,60,Radhuni,https://lh3.google.com/u/0/d/1dO-w_O1JILT9lImBc22agbq87EOCJPNi=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0139,Haiko Black Pepper (Pet) 30 gm,"High in antioxidants. Has anti-inflammatory properties. It can benefit your brain, improve blood sugar control, lower cholesterol levels, and has cancer-fighting properties.",100,110,Haiko,https://lh3.google.com/u/0/d/1FxCIWt4S9XG94m05SXRjE-ofA5OGdaja=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0140,Haiko Oregano Fizza 10 gm,"Some of the most common uses of oregano include tomato-centric recipes, like pizza and pasta sauce, as well as olive oil-based dishes. Oregano is commonly combined with olive oil to create flavorful oregano oil, Italian vinaigrettes, and marinades for lamb, chicken, and beef dishes.",60,70,Haiko,https://lh3.google.com/u/0/d/1xrVpJ98X8ssl8zwFSMbSbBLt6KqaSm9O=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0141,Lens Pure Spices Brown Mustard Seeds Powder 100 gm,"Premium quality Lens Pure Brown Mustard Seeds help to strengthen your nails, hair, and teeth. Mustard seeds contain antioxidant and anti-inflammatory properties that help in relieving pain in the gum, bones, and teeth.",48,58,Lens Pure,https://lh3.google.com/u/0/d/10t7dS5qIcB8uk-usFdobagnUypX39-bd=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0142,Lens Pure Spices Ginger Powder 50 gm,Premium Ginger Powder for all types of cusins. Ginger lowers blood sugar and improve heart disease risk factors. It can help treat chronic indigestion.,96,106,Lens Pure,https://lh3.google.com/u/0/d/1QZvxrqFacacHZWzzEB29YxwFg_eChWnM=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0143,Lens Pure Spices Brown Mustard Seeds 200 gm,"An excellent addition for local cuisins. Premium quality brown mustard seeds. It contains minerals like iron, zinc, phosphorus and calcium. Adding this to our food every day can help you cope up with mineral deficiencies and also assist in the formation of red blood cells",48,58,Lens Pure,https://lh3.google.com/u/0/d/12QRvG9YdHS1BKl3evWqGZUrLysT1HD_2=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0144,Lens Pure Spices White Peppercorn Powder 50 gm,Premium quality White Pepper Powder. Excellent addition for both western and asian cuisin. It helps to get rid of secretions from airways. It is also used to treat constipation as it supports large intestine peristalsis and accelerates metabolism. It has anti-inflammatory effect and also freshens breath. It enhances the immune system and tones the overall body.,127,137,Lens Pure,https://lh3.google.com/u/0/d/1HvoJTsei6gShNHa6NNIxQdAV6tgc2TVG=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0145,Ekata Elachi (Cardamom) 50 gm,Premium quality spice. Country of Origin: Bangladesh,180,190,Ekata,https://lh3.google.com/u/0/d/1Abei4dQhquUXD2SKDfoVC9aant8td74M=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0146,Ekata Darchini (Cinamon) 100 gm,Premium quality spice. Country of Origin: Bangladesh,65,75,Ekata,https://lh3.google.com/u/0/d/1DDhEU8WGIrqLTnb-YBCz3LutKSL86TOR=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0147,Teer Maida 2 kg,"Teer Flour manufactured from one of the best quality of wheat. Teer flour made by high technology automated machine that flour keep fresh and healthy. Its also contains Vitamin, Mineral and Protein.",146,156,Teer,https://lh3.google.com/u/0/d/1S84Ia_o7me2DU8R9D5MtdPZeUi0kvjQR=w948-h948-p-k-nu-iv1,Grocery,Atta,1000
kb-0148,Lens Pure Spices Black Pepper Powder 50 gm,"Black pepper and its active compound piperine contains potent antioxidant and anti-inflammatory properties. Laboratory studies suggest that black pepper may improve cholesterol levels, blood sugar control, and brain and gut health.",117,127,Lens Pure,https://lh3.google.com/u/0/d/1fQ1AEfQJOvsiQFpsULmEfnuV1mVzUqgg=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0149,Ekata Joyotri (Mace) 25 gm,Premium quality spice. Country of Origin: Bangladesh,110,120,Ekata,https://lh3.google.com/u/0/d/1W9GDEbu5VQ6R4jynywWhoZIi7V0Hc0bU=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0150,Ekata White Sesame 100 gm,Country of Origin: Bangladesh,60,70,Ekata,https://lh3.google.com/u/0/d/1W6uWhQz2y-8SEOfKL14F9AdJyjbwe522=w948-h948-p-k-nu-iv1,Grocery,Baking Needs,1000
kb-0151,Ekata White Pepper 50 gm,Premium quality spice. Country of Origin: Bangladesh,70,80,Ekata,https://lh3.google.com/u/0/d/1uMjhkDDE35myukkVSI-DIx0av2k0YxY0=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0152,Ekata White Pepper 100 gm,Premium quality spice. Country of Origin: Bangladesh,135,145,Ekata,https://lh3.google.com/u/0/d/1xj7ZsvmAI_k4HnIQ3ObxzIjkbaiwDKXP=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0153,Ekata Red Mustard 100 gm,Premium quality spice. Country of Origin: Bangladesh,20,30,Ekata,https://lh3.google.com/u/0/d/1Py9mMWEDugLKP7k0Dw5Fp9VPfgZxppGs=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0154,Pusti Atta 2 kg,Pusti Atta 2 kg,126,136,Pusti,https://lh3.google.com/u/0/d/11O0e087XdnZvr9Xlrt95NJgxb30R3ktt=w948-h948-p-k-nu-iv1,Grocery,Atta,1000
kb-0155,Pusti Suji 500 gm,Pusti Suji 500 gm,45,55,Pusti,https://lh3.google.com/u/0/d/1Hv3FhoBnxwdFmXYmwmTKiweDwq57BT4z=w948-h948-p-k-nu-iv1,Grocery,Shemai,1000
kb-0156,Pusti Maida 1 kg,Pusti Maida 1 kg,68,78,Pusti,https://lh3.google.com/u/0/d/1unEhJOaniKgTjPakjK4dUfqEeDUCbDVG=w948-h948-p-k-nu-iv1,Grocery,Atta,1000
kb-0157,Ekata Chia Seed 100 gm,Ekata Chia Seed 100 gm,165,175,Ekata,https://lh3.google.com/u/0/d/1H2gj27Tg3sPMKmHkjB33UoX30_Xmkl53=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0158,Ahmed Icing Sugar 250gm,Ahmed Icing Sugar 250gm,90,100,Ahmed,https://lh3.google.com/u/0/d/1RDJ5eLj45Ou8JZgBUWYvAKalW3G4hOeE=w948-h948-p-k-nu-iv1,Grocery,Baking Needs,1000
kb-0159,Ekata Tal Mishri 200 gm,Ekata Tal Mishri 200 gm,40,50,Ekata,https://lh3.google.com/u/0/d/11xHZ3v4fPLLCB8TFdcUOSJrbrwuMJlAg=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0160,Pran Turmeric powder (Jar) 200 gm,Pran Turmeric powder (Jar) 200 gm,100,110,Pran,https://lh3.google.com/u/0/d/1LtnMRE65AGK_XG36ra_wD9hZgfiw3f6T=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0161,Pran Coriander powder (Jar) 200 gm,Pran Coriander powder (Jar) 200 gm,70,80,Pran,https://lh3.google.com/u/0/d/1mIwL0hu3VQGGWp2398oOpZX9c8BFfiac=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0162,ACI Pure Salt 1 kg,"Salt is the most essential item in human diet. ACI Pure Salt is 100% pure, free flow, vacuum evaporated . It also contain, sodium 97%, potassium, Iodine. ACI salt is 100% fresh, healthy and dust free",32,42,ACI,https://lh3.google.com/u/0/d/1C1bq0sMHFM7yGFrb5TSsYab7KjWN6Wq_=w948-h948-p-k-nu-iv1,Grocery,Salt & Sugar,1000
kb-0163,Pran Cumin Seed powder (Jar) 200 gm,Pran Cumin Seed powder (Jar) 200 gm,165,175,Pran,https://lh3.google.com/u/0/d/1rimxhnuAMdIC0gPD9Gnze-28ipibs1R7=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0164,Pran Turmeric Powder 100gm,Pran Turmeric Powder 100gm,40,50,Pran,https://lh3.google.com/u/0/d/17tDTMYnODnZ3P-OhnZSNYrJiKQXGik_y=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0165,Pran Recipe Mix Biriyani Masala 40gm,Pran Recipe Mix Biriyani Masala 40gm,65,75,Pran,https://lh3.google.com/u/0/d/1y785m5YqVU-4W9JDcEXozleud-Kc4eZG=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0166,Shagor Kola (Banana) 1 pcs,"Sagor kola is the most popular dessert banana in Bangladesh. It contains Potassium, Vitamin B6, Vitamin C, Magnesium, Copper, Manganese.",5,15,Krishan Bazar,https://lh3.google.com/u/0/d/1_GIXvFgGn3dpGwNrrNJinbJTTklrChb0=w948-h948-p-k-nu-iv1,Fruits,Regular Fruits,1000
kb-0167,Guava Thai(Peyara) 2 pcs pack,Thai guavas are generally the size of a softball with apple green skin that can range from bumpy to smooth.,39,49,Krishan Bazar,https://lh3.google.com/u/0/d/1I97gWuAec9QImWoE0Tmgm6v3btMIG09i=w948-h948-p-k-nu-iv1,Fruits,Regular Fruits,1000
kb-0168,Apple Kul Boroi (Apple Jujube) 500gm ± 50 gm,Apple Kul Boroi (Apple Jujube) 500gm ± 50 gm,42,52,Krishan Bazar,https://lh3.google.com/u/0/d/1dOsGuOyO-os2C2M-BCUMkg5XZ-FXkYhq=w948-h948-p-k-nu-iv1,Fruits,Regular Fruits,1000
